num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2020S019534;01/01/2021;4:30:00;AVDA. PABLO NERUDA / CALL. LEONESES;57;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;"444976,463";"4470508,259";N;NULL
2020S019534;01/01/2021;4:30:00;AVDA. PABLO NERUDA / CALL. LEONESES;57;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;"444976,463";"4470508,259";N;NULL
2020S019534;01/01/2021;4:30:00;AVDA. PABLO NERUDA / CALL. LEONESES;57;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"444976,463";"4470508,259";N;NULL
2020S019534;01/01/2021;4:30:00;AVDA. PABLO NERUDA / CALL. LEONESES;57;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 10 a 14 años;Hombre;14;Sin asistencia sanitaria;"444976,463";"4470508,259";N;NULL
2020S019534;01/01/2021;4:30:00;AVDA. PABLO NERUDA / CALL. LEONESES;57;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 35 a 39 años;Mujer;14;Sin asistencia sanitaria;"444976,463";"4470508,259";N;NULL
2021S000001;01/01/2021;0:50:00;AVDA. PRINCESA JUANA DE AUSTRIA / AVDA. POBLADOS;1;12;USERA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 35 a 39 años;Mujer;2;Ingreso inferior o igual a 24 horas;"438932,768";"4469499,175";N;NULL
2021S000001;01/01/2021;0:50:00;AVDA. PRINCESA JUANA DE AUSTRIA / AVDA. POBLADOS;1;12;USERA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;"438932,768";"4469499,175";N;NULL
2021S000001;01/01/2021;0:50:00;AVDA. PRINCESA JUANA DE AUSTRIA / AVDA. POBLADOS;1;12;USERA;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 15 a 17 años;Hombre;2;Ingreso inferior o igual a 24 horas;"438932,768";"4469499,175";N;NULL
2021S000001;01/01/2021;0:50:00;AVDA. PRINCESA JUANA DE AUSTRIA / AVDA. POBLADOS;1;12;USERA;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;"438932,768";"4469499,175";N;NULL
2021S000001;01/01/2021;0:50:00;AVDA. PRINCESA JUANA DE AUSTRIA / AVDA. POBLADOS;1;12;USERA;Colisión fronto-lateral;Despejado;Turismo;Pasajero;Menor de 5 años;Hombre;2;Ingreso inferior o igual a 24 horas;"438932,768";"4469499,175";N;NULL
2021S000003;01/01/2021;0:30:00;ARROYO DE LA MEDIA LEGUA CON AVDA. DE LAS 13 ROSAS;1;14;MORATALAZ;Colisión frontal;Lluvia débil;Turismo;Conductor;De 40 a 44 años;Hombre;3;Ingreso superior a 24 horas;"444753,821";"4473923,981";S;NULL
2021S000003;01/01/2021;0:30:00;ARROYO DE LA MEDIA LEGUA CON AVDA. DE LAS 13 ROSAS;1;14;MORATALAZ;Colisión frontal;Lluvia débil;Turismo;Conductor;De 45 a 49 años;Mujer;2;Ingreso inferior o igual a 24 horas;"444753,821";"4473923,981";S;NULL
2021S000004;01/01/2021;1:30:00;"PASEO. CASTELLANA, 4";4;4;SALAMANCA;Atropello a persona;Nublado;Turismo;Conductor;De 65 a 69 años;Hombre;14;Sin asistencia sanitaria;"441477,643";"4475364,891";N;NULL
2021S000004;01/01/2021;1:30:00;"PASEO. CASTELLANA, 4";4;4;SALAMANCA;Atropello a persona;Nublado;Turismo;Peatón;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;"441477,643";"4475364,891";N;NULL
2021S000005;01/01/2021;1:15:00;CALL. LAGO SAN MARTIN / CALL. LAGO MARACAIBO;10;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Nublado;Turismo;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;"444764,279";"4470523,153";N;NULL
2021S000005;01/01/2021;1:15:00;CALL. LAGO SAN MARTIN / CALL. LAGO MARACAIBO;10;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Nublado;Turismo;Conductor;De 40 a 44 años;Mujer;14;Sin asistencia sanitaria;"444764,279";"4470523,153";N;NULL
2021S000006;01/01/2021;1:35:00;"CALL. JULIAN CAMARILLO, 21";21;20;SAN BLAS-CANILLEJAS;Otro;Nublado;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;"446546,575";"4476147,465";N;NULL
2021S000010;01/01/2021;8:20:00;CALL. SOR ANGELA DE LA CRUZ / CALL. ORENSE;6;6;TETUÁN;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"441115,719";"4478978,052";N;NULL
2021S000011;01/01/2021;8:05:00;CALL. VIA CARPETANA / AVDA. NUESTRA SEÑORA DE VALVANERA;137;11;CARABANCHEL;Alcance;Despejado;Autobús;Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;"437151,11";"4471672,377";N;NULL
2021S000011;01/01/2021;8:05:00;CALL. VIA CARPETANA / AVDA. NUESTRA SEÑORA DE VALVANERA;137;11;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;"437151,11";"4471672,377";N;NULL
2021S000012;01/01/2021;1:30:00;"AUTOV. M-30, +01800E 18RH15";+01800E;10;LATINA;Choque contra obstáculo fijo;NULL;Turismo;Conductor;De 18 a 20 años;Hombre;NULL;NULL;"438571,702";"4474381,856";N;NULL
2021S000012;01/01/2021;1:30:00;"AUTOV. M-30, +01800E 18RH15";+01800E;10;LATINA;Choque contra obstáculo fijo;NULL;Turismo;Pasajero;De 18 a 20 años;Hombre;NULL;NULL;"438571,702";"4474381,856";N;NULL
2021S000012;01/01/2021;1:30:00;"AUTOV. M-30, +01800E 18RH15";+01800E;10;LATINA;Choque contra obstáculo fijo;NULL;Turismo;Pasajero;De 18 a 20 años;Mujer;NULL;NULL;"438571,702";"4474381,856";N;NULL
2021S000012;01/01/2021;1:30:00;"AUTOV. M-30, +01800E 18RH15";+01800E;10;LATINA;Choque contra obstáculo fijo;NULL;Turismo;Pasajero;De 21 a 24 años;Mujer;NULL;NULL;"438571,702";"4474381,856";N;NULL
2021S000014;01/01/2021;9:00:00;"CALL. MARQUES DE JURA REAL, 2";2;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;NULL;NULL;"439905,28";"4471702,071";S;NULL
2021S000014;01/01/2021;9:00:00;"CALL. MARQUES DE JURA REAL, 2";2;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"439905,28";"4471702,071";N;NULL
2021S000015;01/01/2021;6:30:00;AVDA. LOGROÑO / GENERAL;303;21;BARAJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;"450712,069";"4479999,011";N;NULL
2021S000015;01/01/2021;6:30:00;AVDA. LOGROÑO / GENERAL;303;21;BARAJAS;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;De 30 a 34 años;Mujer;NULL;NULL;"450712,069";"4479999,011";N;NULL
2021S000016;01/01/2021;9:25:00;"CALL. PUERTO DE SANTA MARIA, 12";12;16;HORTALEZA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;"444779,433";"4478405,92";S;NULL
2021S000017;01/01/2021;11:30:00;"CALL. BRAVO MURILLO, 173";173;6;TETUÁN;Alcance;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;"440381,955";"4478266,731";N;NULL
2021S000017;01/01/2021;11:30:00;"CALL. BRAVO MURILLO, 173";173;6;TETUÁN;Alcance;Despejado;Turismo;Conductor;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;"440381,955";"4478266,731";S;NULL
2021S000017;01/01/2021;11:30:00;"CALL. BRAVO MURILLO, 173";173;6;TETUÁN;Alcance;Despejado;Turismo;Pasajero;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;"440381,955";"4478266,731";N;NULL
2021S000017;01/01/2021;11:30:00;"CALL. BRAVO MURILLO, 173";173;6;TETUÁN;Alcance;Despejado;Turismo;Pasajero;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;"440381,955";"4478266,731";N;NULL
2021S000017;01/01/2021;11:30:00;"CALL. BRAVO MURILLO, 173";173;6;TETUÁN;Alcance;Despejado;Turismo;Pasajero;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;"440381,955";"4478266,731";N;NULL
2021S000017;01/01/2021;11:30:00;"CALL. BRAVO MURILLO, 173";173;6;TETUÁN;Alcance;Despejado;Turismo;Pasajero;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;"440381,955";"4478266,731";N;NULL
2021S000018;01/01/2021;12:30:00;CALL. COBALTO / CALL. SARGENTO BARRIGA;24;17;VILLAVERDE;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;"440193,015";"4466108,357";S;NULL
2021S000021;01/01/2021;22:57:00;CALL. BEMBIBRE / CALL. BACARES;16;16;HORTALEZA;Choque contra obstáculo fijo;NULL;Turismo;Conductor;De 21 a 24 años;Hombre;NULL;NULL;"443943,78";"4480747,147";S;NULL
2021S000021;01/01/2021;22:57:00;CALL. BEMBIBRE / CALL. BACARES;16;16;HORTALEZA;Choque contra obstáculo fijo;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"443943,78";"4480747,147";N;NULL
2021S000021;01/01/2021;22:57:00;CALL. BEMBIBRE / CALL. BACARES;16;16;HORTALEZA;Choque contra obstáculo fijo;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"443943,78";"4480747,147";N;NULL
2021S000021;01/01/2021;22:57:00;CALL. BEMBIBRE / CALL. BACARES;16;16;HORTALEZA;Choque contra obstáculo fijo;NULL;Turismo;Pasajero;De 6 a 9 años;Mujer;14;Sin asistencia sanitaria;"443943,78";"4480747,147";N;NULL
2021S000022;01/01/2021;22:30:00;AVDA. ALBUFERA / CALL. LOPEZ GRASS;95;13;PUENTE DE VALLECAS;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;"443855,424";"4471732,492";N;NULL
2021S000022;01/01/2021;22:30:00;AVDA. ALBUFERA / CALL. LOPEZ GRASS;95;13;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;"443855,424";"4471732,492";S;NULL
2021S000029;02/01/2021;0:40:00;CALL. GOYA / CASTELLANA;1;4;SALAMANCA;Colisión fronto-lateral;Despejado;Todo terreno;Conductor;Desconocido;Desconocido;NULL;NULL;"441448,638";"4475232,581";N;NULL
2021S000029;02/01/2021;0:40:00;CALL. GOYA / CASTELLANA;1;4;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;NULL;NULL;"441448,638";"4475232,581";N;NULL
2021S000037;01/01/2021;14:36:00;"CALL. CAPITAN BLANCO ARGIBAY, 210";210;6;TETUÁN;Colisión lateral;NULL;Turismo;Conductor;De 25 a 29 años;Mujer;NULL;NULL;"439734,458";"4480102,037";N;NULL
2021S000037;01/01/2021;14:36:00;"CALL. CAPITAN BLANCO ARGIBAY, 210";210;6;TETUÁN;Colisión lateral;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"439734,458";"4480102,037";N;NULL
2021S000047;01/01/2021;11:38:00;CALL. JOSE BERGAMIN / CALL. FLORENCIO CANO CRISTOBAL;62;14;MORATALAZ;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;2;Ingreso inferior o igual a 24 horas;"446426,917";"4473586,644";N;NULL
2021S000050;02/01/2021;12:32:00;AVDA. PESETA / CALL. PINAR DE SAN JOSE;24;11;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 70 a 74 años;Hombre;1;Atención en urgencias sin posterior ingreso;"435239,266";"4468411,353";N;NULL
2021S000050;02/01/2021;12:32:00;AVDA. PESETA / CALL. PINAR DE SAN JOSE;24;11;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;De 65 a 69 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;"435239,266";"4468411,353";N;NULL
2021S000051;02/01/2021;11:50:00;CTRA. ACCESO A LA ESTACION DE O'DONNELL / AVDA. MARCONI;10;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 21 a 24 años;Mujer;NULL;NULL;"451066,835";"4475487,098";N;NULL
2021S000051;02/01/2021;11:50:00;CTRA. ACCESO A LA ESTACION DE O'DONNELL / AVDA. MARCONI;10;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;"451066,835";"4475487,098";N;NULL
2021S000051;02/01/2021;11:50:00;CTRA. ACCESO A LA ESTACION DE O'DONNELL / AVDA. MARCONI;10;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 45 a 49 años;Mujer;NULL;NULL;"451066,835";"4475487,098";N;NULL
2021S000052;01/01/2021;22:00:00;CALL. SAN GUMERSINDO / CALL. BENIDORM;13;15;CIUDAD LINEAL;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;"444685,075";"4475854,055";N;NULL
2021S000052;01/01/2021;22:00:00;CALL. SAN GUMERSINDO / CALL. BENIDORM;13;15;CIUDAD LINEAL;Colisión lateral;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;"444685,075";"4475854,055";N;NULL
2021S000054;02/01/2021;15:15:00;CALL. ISABELITA USERA / CALL. JOSE BIELSA;34;12;USERA;Choque contra obstáculo fijo;Despejado;Furgoneta;Conductor;De 45 a 49 años;Hombre;NULL;NULL;"439920,248";"4470560,593";S;NULL
2021S000054;02/01/2021;15:15:00;CALL. ISABELITA USERA / CALL. JOSE BIELSA;34;12;USERA;Choque contra obstáculo fijo;Despejado;Furgoneta;Conductor;Desconocido;Desconocido;NULL;NULL;"439920,248";"4470560,593";N;NULL
2021S000055;02/01/2021;15:50:00;"CALL. ALMAZAN, 52";52;10;LATINA;Colisión frontal;Nublado;Turismo;Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;"436523,074";"4473040,831";N;NULL
2021S000055;02/01/2021;15:50:00;"CALL. ALMAZAN, 52";52;10;LATINA;Colisión frontal;Nublado;Turismo;Conductor;De 35 a 39 años;Mujer;14;Sin asistencia sanitaria;"436523,074";"4473040,831";N;NULL
2021S000056;02/01/2021;16:15:00;"AUTOV. M-30, +028700E";+02800E;8;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;NULL;NULL;"439617,583";"4481330,24";N;NULL
2021S000056;02/01/2021;16:15:00;"AUTOV. M-30, +028700E";+02800E;8;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;NULL;NULL;"439617,583";"4481330,24";N;NULL
2021S000056;02/01/2021;16:15:00;"AUTOV. M-30, +028700E";+02800E;8;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Pasajero;De 18 a 20 años;Hombre;NULL;NULL;"439617,583";"4481330,24";N;NULL
2021S000056;02/01/2021;16:15:00;"AUTOV. M-30, +028700E";+02800E;8;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Pasajero;De 18 a 20 años;Hombre;NULL;NULL;"439617,583";"4481330,24";N;NULL
2021S000056;02/01/2021;16:15:00;"AUTOV. M-30, +028700E";+02800E;8;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Pasajero;De 18 a 20 años;Hombre;NULL;NULL;"439617,583";"4481330,24";N;NULL
2021S000056;02/01/2021;16:15:00;"AUTOV. M-30, +028700E";+02800E;8;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Pasajero;De 18 a 20 años;Mujer;NULL;NULL;"439617,583";"4481330,24";N;NULL
2021S000056;02/01/2021;16:15:00;"AUTOV. M-30, +028700E";+02800E;8;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Pasajero;De 6 a 9 años;Hombre;NULL;NULL;"439617,583";"4481330,24";N;NULL
2021S000056;02/01/2021;16:15:00;"AUTOV. M-30, +028700E";+02800E;8;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Pasajero;Más de 74 años;Hombre;NULL;NULL;"439617,583";"4481330,24";N;NULL
2021S000057;02/01/2021;16:40:00;CALL. AGUSTIN DE BETANCOURT / CALL. MARIA DE GUZMAN;15;7;CHAMBERÍ;Colisión fronto-lateral;NULL;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;"441050,589";"4477267,321";N;NULL
2021S000057;02/01/2021;16:40:00;CALL. AGUSTIN DE BETANCOURT / CALL. MARIA DE GUZMAN;15;7;CHAMBERÍ;Colisión fronto-lateral;NULL;Turismo;Conductor;De 50 a 54 años;Mujer;NULL;NULL;"441050,589";"4477267,321";N;NULL
2021S000058;02/01/2021;17:15:00;CALL. CAPITAN BLANCO ARGIBAY / PQUE. AGUSTIN RODRIGUEZ SAHAGUN;206;6;TETUÁN;Atropello a persona;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;"439794,555";"4480106,212";N;NULL
2021S000058;02/01/2021;17:15:00;CALL. CAPITAN BLANCO ARGIBAY / PQUE. AGUSTIN RODRIGUEZ SAHAGUN;206;6;TETUÁN;Atropello a persona;Despejado;Turismo;Peatón;De 10 a 14 años;Hombre;3;Ingreso superior a 24 horas;"439794,555";"4480106,212";N;NULL
2021S000059;02/01/2021;18:20:00;CALL. VIRGEN DEL SAGRARIO / CALL. SAMBARA;11;15;CIUDAD LINEAL;Otro;Despejado;Turismo;Conductor;De 45 a 49 años;Mujer;14;Sin asistencia sanitaria;"444993,091";"4476242,895";N;NULL
2021S000060;02/01/2021;17:55:00;"CALL. CABO DE TARIFA, 9";9;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Furgoneta;Conductor;Desconocido;Desconocido;NULL;NULL;"443991,006";"4469137,229";N;NULL
2021S000060;02/01/2021;17:55:00;"CALL. CABO DE TARIFA, 9";9;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;NULL;NULL;"443991,006";"4469137,229";N;NULL
2021S000060;02/01/2021;17:55:00;"CALL. CABO DE TARIFA, 9";9;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"443991,006";"4469137,229";N;NULL
2021S000061;02/01/2021;20:40:00;"CALL. ANGEL LUIS DE LA HERRAN, 35";35;16;HORTALEZA;Colisión múltiple;NULL;Camión rígido;Conductor;Desconocido;Desconocido;NULL;NULL;"445130,21";"4480199,191";N;NULL
2021S000061;02/01/2021;20:40:00;"CALL. ANGEL LUIS DE LA HERRAN, 35";35;16;HORTALEZA;Colisión múltiple;NULL;Furgoneta;Conductor;Desconocido;Desconocido;NULL;NULL;"445130,21";"4480199,191";N;NULL
2021S000061;02/01/2021;20:40:00;"CALL. ANGEL LUIS DE LA HERRAN, 35";35;16;HORTALEZA;Colisión múltiple;NULL;Turismo;Conductor;De 55 a 59 años;Hombre;NULL;NULL;"445130,21";"4480199,191";S;NULL
2021S000061;02/01/2021;20:40:00;"CALL. ANGEL LUIS DE LA HERRAN, 35";35;16;HORTALEZA;Colisión múltiple;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"445130,21";"4480199,191";N;NULL
2021S000061;02/01/2021;20:40:00;"CALL. ANGEL LUIS DE LA HERRAN, 35";35;16;HORTALEZA;Colisión múltiple;NULL;Turismo;Pasajero;De 50 a 54 años;Hombre;NULL;NULL;"445130,21";"4480199,191";N;NULL
2021S000062;02/01/2021;18:00:00;"PLAZA. INDEPENDENCIA, 3";3;4;SALAMANCA;Caída;Despejado;Motocicleta hasta 125cc;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;"441571,293";"4474642,05";N;NULL
2021S000063;02/01/2021;21:30:00;"AUTOV. M-30, +01100E";+01100E;13;PUENTE DE VALLECAS;Colisión múltiple;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;"442144,525";"4470819,556";N;NULL
2021S000063;02/01/2021;21:30:00;"AUTOV. M-30, +01100E";+01100E;13;PUENTE DE VALLECAS;Colisión múltiple;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;"442144,525";"4470819,556";N;NULL
2021S000063;02/01/2021;21:30:00;"AUTOV. M-30, +01100E";+01100E;13;PUENTE DE VALLECAS;Colisión múltiple;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;"442144,525";"4470819,556";N;NULL
2021S000064;02/01/2021;22:30:00;"CALL. GRAN VIA, 74";74;1;CENTRO;Alcance;NULL;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;"439780,658";"4474927,251";N;NULL
2021S000064;02/01/2021;22:30:00;"CALL. GRAN VIA, 74";74;1;CENTRO;Alcance;NULL;Turismo;Conductor;De 60 a 64 años;Mujer;NULL;NULL;"439780,658";"4474927,251";N;NULL
2021S000067;02/01/2021;23:10:00;CALL. AMOR DE DIOS / CALL. SANTA MARIA;3;1;CENTRO;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;De 18 a 20 años;Hombre;3;Ingreso superior a 24 horas;"440757,486";"4473849,288";N;NULL
2021S000067;02/01/2021;23:10:00;CALL. AMOR DE DIOS / CALL. SANTA MARIA;3;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;"440757,486";"4473849,288";N;NULL
2021S000074;03/01/2021;0:20:00;"CALL. ISLA DE OZA, 59";59;9;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;NULL;NULL;"438816,259";"4479505,327";N;NULL
2021S000074;03/01/2021;0:20:00;"CALL. ISLA DE OZA, 59";59;9;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;De 10 a 14 años;Mujer;NULL;NULL;"438816,259";"4479505,327";N;NULL
2021S000074;03/01/2021;0:20:00;"CALL. ISLA DE OZA, 59";59;9;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;De 50 a 54 años;Mujer;NULL;NULL;"438816,259";"4479505,327";N;NULL
2021S000078;02/01/2021;23:20:00;CALL. VITAL AZA / CALL. LOS URQUIZA;14;15;CIUDAD LINEAL;Colisión fronto-lateral;Nublado;Turismo;Conductor;De 21 a 24 años;Hombre;NULL;NULL;"445369,107";"4475811,256";N;NULL
2021S000078;02/01/2021;23:20:00;CALL. VITAL AZA / CALL. LOS URQUIZA;14;15;CIUDAD LINEAL;Colisión fronto-lateral;Nublado;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;"445369,107";"4475811,256";N;NULL
2021S000078;02/01/2021;23:20:00;CALL. VITAL AZA / CALL. LOS URQUIZA;14;15;CIUDAD LINEAL;Colisión fronto-lateral;Nublado;Turismo;Pasajero;De 21 a 24 años;Hombre;NULL;NULL;"445369,107";"4475811,256";N;NULL
2021S000082;03/01/2021;0:10:00;AVDA. ARCENTALES / CALL. ALBADALEJO;16;20;SAN BLAS-CANILLEJAS;Caída;Despejado;Motocicleta hasta 125cc;Conductor;De 40 a 44 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;"447873,345";"4476122,552";N;NULL
2021S000082;03/01/2021;0:10:00;AVDA. ARCENTALES / CALL. ALBADALEJO;16;20;SAN BLAS-CANILLEJAS;Caída;Despejado;Motocicleta hasta 125cc;Pasajero;De 45 a 49 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;"447873,345";"4476122,552";N;NULL
2021S000083;03/01/2021;0:30:00;"CALL. MERCEDES ARTEAGA, 32";32;11;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;"438665,836";"4471508,359";N;NULL
2021S000083;03/01/2021;0:30:00;"CALL. MERCEDES ARTEAGA, 32";32;11;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"438665,836";"4471508,359";N;NULL
2021S000084;03/01/2021;0:50:00;"PASEO. PINTOR ROSALES, 2";2;9;MONCLOA-ARAVACA;Choque contra obstáculo fijo;NULL;Turismo;Conductor;De 18 a 20 años;Hombre;NULL;NULL;"439082,489";"4475224,043";N;NULL
2021S000085;03/01/2021;0:43:00;CALL. MARIA DE MOLINA / CALL. PINAR;14;4;SALAMANCA;Solo salida de la vía;NULL;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;"441648,688";"4476584,24";S;NULL
2021S000088;03/01/2021;0:13:00;AVDA. ARCENTALES / CALL. ALBADALEJO;16;20;SAN BLAS-CANILLEJAS;Caída;Despejado;Motocicleta hasta 125cc;Conductor;De 40 a 44 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;"447875,209";"4476120,576";N;NULL
2021S000089;03/01/2021;1:10:00;"AVDA. CARABANCHEL ALTO, 136";136;11;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;"436007,776";"4468497,323";S;NULL
2021S000090;03/01/2021;0:05:00;"AVDA. ARCENTALES, 80";80;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;"449336,762";"4475706,019";N;NULL
2021S000090;03/01/2021;0:05:00;"AVDA. ARCENTALES, 80";80;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;"449336,762";"4475706,019";N;NULL
2021S000090;03/01/2021;0:05:00;"AVDA. ARCENTALES, 80";80;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 50 a 54 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;"449336,762";"4475706,019";N;NULL
2021S000090;03/01/2021;0:05:00;"AVDA. ARCENTALES, 80";80;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 6 a 9 años;Mujer;14;Sin asistencia sanitaria;"449336,762";"4475706,019";N;NULL
